Position1,Position2,Position3,Position4,Position5,Position6,Position7,Velocity1,Velocity2,Velocity3,Velocity4,Velocity5,Velocity6,Velocity7
0.001572,-0.6854860963440503,-0.000507036,-2.488710554122602,-0.002254579440268187,2.028612369538957,0.878741852751372,-0.00011274062235921236,-0.0071575297273497865,0.1376116527387924,-0.0042769709171487005,0.0036435295052605677,-2.8652349913474067e-05,0.002580977866713281
0.001572,-0.6854860963440503,-0.000507036,-2.488710554122602,-0.002254579440268187,2.031371130603547,0.8801485719544645,-0.00011274062235921236,-0.0071575297273497865,0.1376116527387924,-0.0042769709171487005,0.0036435295052605677,-2.8652349913474067e-05,0.002580977866713281
0.001572,-0.6854860963440503,-0.000507036,-2.488710554122602,-0.002254579440268187,2.034664835686792,0.8817393816859651,-0.00011274062235921236,-0.0071575297273497865,0.1376116527387924,-0.0042769709171487005,0.0036435295052605677,-2.8652349913474067e-05,0.002580977866713281
0.0009184126017913443,-0.6854860963440503,-0.0008760284216261429,-2.488710554122602,-0.002254579440268187,2.038213171143478,0.8834817068455387,-0.00011274062235921236,-0.0071575297273497865,0.1376116527387924,-0.0042769709171487005,0.0036435295052605677,-2.8652349913474067e-05,0.002580977866713281
-0.000693457083106979,-0.6854860963440503,-0.0032856573948625385,-2.488710554122602,-0.002254579440268187,2.04173582332839,0.8853429723328504,-0.00011274062235921236,-0.0071575297273497865,0.1376116527387924,-0.0042769709171487005,0.0036435295052605677,-2.8652349913474067e-05,0.002580977866713281
-0.0023156146434929097,-0.6854860963440503,-0.0056040000567268615,-2.488710554122602,-0.002254579440268187,2.0449524785963145,0.887290603047565,-0.00011274062235921236,-0.0071575297273497865,0.1376116527387924,-0.0042769709171487005,0.0036435295052605677,-2.8652349913474067e-05,0.002580977866713281
-0.0039130550231152705,-0.6806692580861017,-0.00781565921809606,-2.4818507187344117,-0.0008745084453335871,2.0449524785963145,0.8892920238893475,-0.00010039083601653532,-0.005371250251257086,0.12683931139974225,-0.0015637141224814919,0.0034964911122630387,8.783706768823488e-05,0.002252213655926478
-0.0054507731657228685,-0.6758087216844241,-0.00990523768984708,-2.4749797144305163,0.00037191063267200635,2.0449524785963145,0.891314659757863,-0.00010039083601653532,-0.0037903286118784302,0.11416137927303367,0.0005489627367958472,0.0033527097693047516,0.00021681005353523436,0.001875648680459391
-0.006893764015064528,-0.6710498437480715,-0.01185733828285686,-2.4680382964031904,0.0014912429639423927,2.0449524785963145,0.8933259355527763,-9.293749322210168e-05,-0.002387104486583239,0.09984456037528029,0.0021846039709704627,0.003212175239469532,0.00035298167202333264,0.0014641304283505598
-0.00820702251488905,-0.6665379808860981,-0.013656563808002356,-2.4609672198447092,0.0024900537186713662,2.0449524785963145,0.8952932761737524,-9.130160938377262e-05,-0.0011339175527409506,0.08415555872309571,0.003466753890329489,0.003074877285841204,0.0004910669875483374,0.0010305063876385235
-0.009058417255661817,-0.6624184897075573,-0.015287517076160441,-2.4537072399473456,0.003374908067052721,2.0449524785963145,0.897184106520456,-9.094720805352782e-05,-3.107487720948083e-06,0.0673610783330933,0.004518956805160097,0.002940805671503581,0.0006257810645060521,0.0005876240463618226
-0.009355543608945228,-0.6598862533191798,-0.016426039488639167,-2.4465690061128473,0.003572165232379523,2.041432862374636,0.8985851737130159,-8.855820249995001e-05,0.0007301968885224171,0.04954655088868828,0.007117990431986591,0.00280995015954051,0.0006973050115277402,0.0002084084998816501
-0.009986151116109331,-0.6577244536631454,-0.018386598846566987,-2.436992350732698,0.00511755471369568,2.0320969263998117,0.8999309296498749,-8.41517572430002e-05,0.0022159980346249148,0.031437598673175825,0.008705596806750947,0.0026823005130358034,0.0007545722130894272,-0.0001599331125048749
-0.009986151116109331,-0.6577244536631454,-0.018524439287923283,-2.428185794997314,0.005485105894758277,2.020586841792452,0.9010062402032726,-8.146309147176262e-05,0.0031392677607924697,0.013581993022530154,0.011228544346660237,0.002557846495073287,0.000835814612856735,-0.0005101160441779777
-0.009986151116109331,-0.6577244536631454,-0.018524439287923283,-2.4186235684714488,0.006200643406167102,2.0071166147444006,0.9023596656334527,-7.97465023577628e-05,0.004186215635716374,-0.005414147743997266,0.01275585735643988,0.00255565204451318,0.0009365758990091518,-0.0008348555485178831
-0.009986151116109331,-0.6577244536631454,-0.019136862909116124,-2.4089116074934736,0.00629510891376174,1.9900709940770955,0.9032388342830431,-7.747346217062554e-05,0.005159856634273394,-0.02302943830757461,0.013028500059514845,0.002490480428787136,0.0009411410812687405,-0.001126866878904816
-0.009986151116109331,-0.6577244536631454,-0.019136862909116124,-2.399368480266361,0.006888757793261145,1.9705358942371003,0.9043898834940209,-7.478927203881218e-05,0.006460069377032782,-0.0400407998356024,0.013796741740064374,0.002369284813071165,0.0009448562124689827,-0.0013788652887190018
-0.009986151116109331,-0.6577244536631454,-0.019136862909116124,-2.3892131575882187,0.0069221105581704495,1.9497409342562544,0.9049401423219093,-7.266930476786522e-05,0.0067596011849075715,-0.05563427255306534,0.014129301735106015,0.0021990183625412796,0.0009448562124689827,-0.0015835660313406664
-0.009579947557823867,-0.6600511675440921,-0.019136862909116124,-2.3800018745608575,0.008514985836664445,1.9261953180376337,0.9049401423219093,-6.061396951735667e-05,0.008182299675279897,-0.06971055353357472,0.016009087670220284,0.00198663424237349,0.0009448562124689827,-0.0017336843601500338
-0.008648731279089033,-0.6633240546748448,-0.018524439287923283,-2.371347173905813,0.008921163799804345,1.9026287604741818,0.9049401423219093,-4.448424866347286e-05,0.00915379366029565,-0.08192167471505273,0.016405267348595223,0.0017390856177438086,0.000945027779265526,-0.0017939423788272022
-0.008615229769174034,-0.6694572896899649,-0.01839331663450039,-2.3643267759784754,0.008921163799804345,1.8799776533397572,0.9049401423219093,-2.0788872883401205e-05,0.009854371556957914,-0.09191966803542143,0.016451085347912012,0.0014633256538282458,0.0009642353266120782,-0.0018219355285273298
-0.008571641137071834,-0.6743135910116229,-0.018220536231755548,-2.357661773546183,0.008921163799804345,1.8576161398130946,0.9049401423219093,2.8385496650810696e-06,0.010558736216945672,-0.09935656543260311,0.0164833362086251,0.0011663075158028133,0.0009642353266120782,-0.0018410347898527805
-0.008007644791291239,-0.678413700725188,-0.018094864281700367,-2.3530451880706695,0.009218918091588337,1.8368050746076807,0.9049401423219093,1.8764410824196817e-05,0.011731378159180933,-0.10388439884451987,0.01660599532358198,0.0008549843688435223,0.0009642353266120782,-0.0019477885317222873
-0.007884258140989456,-0.6843564545883067,-0.018086670386222102,-2.3530451880706695,0.009263443196345103,1.8188873538641215,0.9037711338882026,3.559272010481279e-05,0.011746369504516112,-0.10622206684431545,0.017487734952893682,0.0005363093781263846,0.0009642353266120782,-0.0019477885317222873
-0.007710141192620245,-0.6914760836756937,-0.017973352681966932,-2.3530451880706695,0.009380933223976552,1.8019084477183975,0.9029716328070855,3.994953857521506e-05,0.012623365162471619,-0.1082014896828415,0.018037065155734174,0.0002172357088274106,0.0009814974574624384,-0.0019477885317222873
-0.007445791957860472,-0.6996023665457938,-0.017873714105116893,-2.3530451880706695,0.009380933223976552,1.787276537421654,0.9021622605973489,3.994953857521506e-05,0.013690665559247243,-0.11072265089104862,0.018266645086294053,-9.528347387738781e-05,0.000982146303586935,-0.0019477885317222873
-0.007046693175073655,-0.7072394263962049,-0.016137295990707942,-2.3530451880706695,0.009263443196345103,1.7735788046998802,0.9004120173622885,3.994953857521506e-05,0.015396622566891806,-0.11476667569508249,0.019430523867275666,-0.00039429500481199934,0.0010124193568954278,-0.0019477885317222873
-0.0060941849785209005,-0.7155432161612851,-0.015902752418624443,-2.3530451880706695,0.009218918091588337,1.7628806022953596,0.8997530567746564,4.353495135466112e-05,0.01734269159118214,-0.11941947855484959,0.020999559514329972,-0.0006728457188004125,0.0010379769463347535,-0.0019477885317222873
-0.004903872564316644,-0.7234717991498938,-0.015595207780707035,-2.354853118459091,0.008825522496819473,1.7541937873842994,0.8994891595020796,4.7071623122667435e-05,0.02089018335318326,-0.11941947855484959,0.022550142610833386,-0.0009239824506666165,0.0010642470057080342,-0.0018097110543002287
-0.003961793904174688,-0.7305442413339783,-0.015344228004123325,-2.3595623963142653,0.008242077015459684,1.7477420299506692,0.8978058790281167,4.754979789458127e-05,0.022437472988949807,-0.11941947855484959,0.02565338918165527,-0.0011407520352346005,0.0010849105650021468,-0.0016303558167313106
-0.0026423961803076564,-0.7396033439254002,-0.015174765379551716,-2.3662875865996917,0.008220250154754711,1.7477420299506692,0.8972061601683712,4.797071981305136e-05,0.02438668487125089,-0.11941947855484959,0.029331755234705898,-0.0013162013073283513,0.0011064607532907825,-0.0014264626248688974
