Position1,Position2,Position3,Position4,Position5,Position6,Position7,Velocity1,Velocity2,Velocity3,Velocity4,Velocity5,Velocity6,Velocity7
0.3987666281092648,1.0762690217262896,-3.560667382445319,-2.627298818577369,0.8805670090068883,4.546952969698216,0.5945976438132098,0.0002998215,-0.000204893,5.183073352785556e-06,-0.0002882615,-5.065e-06,1.655377064623479e-05,4.740578306318745e-05
0.3987579077982007,1.0762691040830072,-3.560667854197782,-2.6272992194211993,0.8805675915442083,4.546952969698216,0.5945983706389277,0.0002998215,-0.000204893,5.183073352785556e-06,-0.0002882615,-5.065e-06,1.655377064623479e-05,4.740578306318745e-05
0.39875691298336385,1.0762697989640087,-3.5606716312435767,-2.6272993221982395,0.8805675915442083,4.546952969698216,0.5946006087859721,0.0002998215,-0.000204893,5.183073352785556e-06,-0.0002882615,-5.065e-06,1.655377064623479e-05,4.740578306318745e-05
0.39875691298336385,1.0762710653911143,-3.5606716312435767,-2.627300626688633,0.8805680944340274,4.546954511517187,0.5946010033694611,0.0002998215,-0.000204893,5.183073352785556e-06,-0.0002882615,-5.065e-06,1.655377064623479e-05,4.740578306318745e-05
0.39875691298336385,1.0762710653911143,-3.560671631345434,-2.6273007272075457,0.8805681028021212,4.546954511517187,0.5946013227022158,0.0002998215,-0.000204893,5.18299652491647e-06,-0.0002882615,-5.065e-06,1.655377064623479e-05,4.740578306318745e-05
0.39875677053019754,1.0762710653911143,-3.5606735798362954,-2.6273020288009854,0.8805681028021212,4.546954511517187,0.5946023653517252,0.0002998215,-0.000204893,5.1670703224061e-06,-0.0002882615000001397,-5.065e-06,1.6553961429442714e-05,4.740716283624819e-05
0.3987546799787168,1.0762710653911143,-3.5606735798362954,-2.6273037170813387,0.8805680944340274,4.546954511517187,0.5946026434009664,0.00029982330855563726,-0.000204893,5.1670703224061e-06,-0.0002882615000001397,-5.065e-06,1.6553961429442714e-05,4.740716283624819e-05
0.3987546799787168,1.0762713165824895,-3.5606752905795496,-2.6273048356482773,0.8805680944340274,4.546954511517187,0.5946026434009664,0.00029982330855563726,-0.000204893,5.12504063766458e-06,-0.00028828656729745414,-5.065e-06,1.6553961429442714e-05,4.740716283624819e-05
0.39875677053019754,1.0762721473948198,-3.5606753422654966,-2.6273048356482773,0.8805680921879153,4.546954329453191,0.5946026434009664,0.0003000650779437708,-0.000204893,5.182830165383896e-06,-0.0002882615000001397,-5.065e-06,1.655377064623479e-05,4.740716283624819e-05
0.39875677053019754,1.0762723976547504,-3.5606752905795496,-2.6273048356482773,0.8805680921879153,4.546954329453191,0.5946029589600915,0.00029982330855563726,-0.000204893,5.18299652491647e-06,-0.00028828656729745414,-5.065e-06,1.655377064623479e-05,4.740716283624819e-05
0.3987546799787168,1.0762723976547504,-3.5606753422654966,-2.6273048356482773,0.8805675951073081,4.546954329453191,0.5946046388076255,0.00029982330855563726,-0.000204893,5.182830165383896e-06,-0.0002882615000001397,-5.065e-06,1.655377064623479e-05,4.740578309265127e-05
0.39875465585438946,1.0762723976547504,-3.560675347280445,-2.627304835648278,0.8805675951073081,4.546954329453191,0.5946048474583134,0.0002998215,-0.000204893,5.18299652491647e-06,-0.0002882615000001397,-5.065e-06,1.655377064623479e-05,4.740578309265127e-05
0.39875459618015097,1.0762723976547504,-3.560675348817278,-2.6273060373165658,0.8805675951073081,4.546954395873776,0.5946048474583134,0.0002998215,-0.000204893,5.18299652491647e-06,-0.0002882615000001397,-5.065e-06,1.655377064623479e-05,4.740578306318745e-05
0.39875446696323275,1.0762723976547504,-3.560675348817278,-2.6273060373165844,0.8805675951073081,4.546954965214029,0.5946048474583134,0.00029982330855563726,-0.000204893,5.18299652491647e-06,-0.0002882615000001397,-5.064999977917904e-06,1.6554701642964037e-05,4.740578309265127e-05
0.39875446696323275,1.0762723976547504,-3.560675348817278,-2.6273074420064773,0.8805675915523637,4.546954965214029,0.5946052860201921,0.00029982330855563726,-0.000204893,5.183048658155265e-06,-0.00028866395013806966,-5.0657561584988485e-06,1.6554701642964037e-05,4.740578309265127e-05
0.39875459618015097,1.0762723976547504,-3.5606753422654966,-2.6273082767329248,0.8805675915377432,4.546955504027487,0.5946052861652523,0.00029982330855563726,-0.000204893,5.183048658155265e-06,-0.00028884011774604675,-5.0657561584988485e-06,1.6554701642964037e-05,4.740638987821268e-05
0.39875446696323275,1.0762723976547504,-3.5606753422654966,-2.627308534799382,0.8805675915376829,4.546955504027487,0.594605286180773,0.00029981939917221557,-0.000204893,5.183048658155265e-06,-0.00028866395013806966,-5.0657561584988485e-06,1.6553712805055817e-05,4.740578309265127e-05
0.39875446696323275,1.0762723976547504,-3.5606753422654966,-2.6273090808113526,0.8805675915376829,4.546955668037145,0.5946060292684264,0.00029981939917221557,-0.000204893,5.183048658155265e-06,-0.00028866395013806966,-5.065000000273677e-06,1.6554701642964037e-05,4.740638987821268e-05
0.39875459618015097,1.0762723976547508,-3.5606716313544213,-2.6273101486091797,0.8805675915376829,4.546955668037145,0.5946060292684264,0.0002999493649926824,-0.000204893,5.183096827930518e-06,-0.0002882617091435766,-5.065000000273677e-06,1.6554701642964037e-05,4.740638987821268e-05
0.39875459618015097,1.0762744423489787,-3.5606716313544213,-2.627310148609223,0.8805675915376829,4.546956066048764,0.5946060292684264,0.00029981939917221557,-0.000204893,5.183096827930518e-06,-0.00028866395013806966,-5.064999999726323e-06,1.6554701642964037e-05,4.740638987821268e-05
0.39875459618015097,1.0762744423489787,-3.5606753429935054,-2.6273101494478808,0.8805675915376829,4.546956241331149,0.5946060292684264,0.00029981939917221557,-0.00020489300012204259,5.183073352802322e-06,-0.0002882617091435766,-5.064999999726323e-06,1.6554701642964037e-05,4.740638987821268e-05
0.39875446696323275,1.0762744423489787,-3.5606716313544213,-2.6273101494478808,0.8805675915376829,4.546956241331149,0.5946062390066799,0.00029981181284966484,-0.000204893,5.183096827930518e-06,-0.0002882617091435766,-5.064999999726323e-06,1.6554701642964037e-05,4.7407589808981686e-05
